,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Market Sizes | Historical/Forecast,,,,,,,,,,,
Geography,Category,Data Type,Unit,Current Constant,2017,2018,2019,2020,2021,2022,2023
Jordan,Juice,Off-trade Value RSP,JOD million,Current Prices,90.9,95.9,100.5,85.1,107.7,115.6,123.6
Jordan,RTD Coffee,Off-trade Volume,million litres,-,0.1,0.1,0.2,0.2,0.2,0.2,0.2
Jordan,RTD Coffee,Off-trade Value RSP,JOD million,Current Prices,0.3,0.3,0.4,0.5,0.6,0.6,0.7
Jordan,RTD Tea,Off-trade Volume,million litres,-,1.8,1.8,1.9,2.0,1.9,2.0,2.1
Jordan,RTD Tea,Off-trade Value RSP,JOD million,Current Prices,3.7,4.0,4.2,3.3,3.1,3.3,3.5
Jordan,Energy Drinks,Off-trade Volume,million litres,-,11.7,12.1,12.6,8.9,9.8,10.3,10.9
Jordan,Energy Drinks,Off-trade Value RSP,JOD million,Current Prices,59.1,62.7,66.3,44.2,48.7,53.8,58.1
Jordan,Sports Drinks,Off-trade Volume,million litres,-,2.0,2.1,2.2,2.1,2.1,2.1,2.2
Jordan,Sports Drinks,Off-trade Value RSP,JOD million,Current Prices,3.6,3.8,3.9,3.4,4.7,4.9,5.1
Jordan,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Jordan,Asian Speciality Drinks,Off-trade Value RSP,JOD million,Current Prices,-,-,-,-,-,-,-
Kuwait,Soft Drinks,Off-trade Volume,million litres,-,700.1,733.0,760.1,847.2,797.3,807.2,823.3
Kuwait,Soft Drinks,Off-trade Value RSP,KWD million,Current Prices,246.7,257.0,270.3,292.7,293.8,309.6,320.7
Kuwait,Bottled Water,Off-trade Volume,million litres,-,401.8,425.8,448.4,529.4,491.1,503.5,518.8
Kuwait,Bottled Water,Off-trade Value RSP,KWD million,Current Prices,78.3,82.6,89.1,105.9,101.0,110.8,117.9
Kuwait,Carbonates,Off-trade Volume,million litres,-,153.6,156.6,157.9,162.0,158.5,157.4,156.5
Kuwait,Carbonates,Off-trade Value RSP,KWD million,Current Prices,63.8,65.3,67.1,69.1,72.4,74.2,74.2
Kuwait,Regular Carbonates - modelled,Off-trade Volume,million litres,-,134.4,137.7,139.2,142.6,139.6,139.0,138.5
Kuwait,Regular Carbonates - modelled,Off-trade Value RSP,KWD million,Current Prices,55.6,57.3,59.1,60.8,63.9,65.6,65.9
Kuwait,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,19.2,19.0,18.7,19.5,18.8,18.4,18.0
Kuwait,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,KWD million,Current Prices,8.2,8.0,8.1,8.4,8.6,8.5,8.3
Kuwait,Concentrates,Off-trade Volume,million litres,-,3.0,3.1,3.2,3.1,3.0,3.0,3.1
Kuwait,Concentrates,Off-trade Value RSP,KWD million,Current Prices,5.5,5.8,6.1,6.0,6.2,6.4,6.6
Kuwait,Juice,Off-trade Volume,million litres,-,130.0,135.2,138.2,140.1,132.3,130.9,132.5
Kuwait,Juice,Off-trade Value RSP,KWD million,Current Prices,81.9,85.6,89.9,93.2,95.0,98.4,102.0
Kuwait,RTD Coffee,Off-trade Volume,million litres,-,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Kuwait,RTD Coffee,Off-trade Value RSP,KWD million,Current Prices,0.8,0.9,0.9,0.9,1.0,1.0,1.0
Kuwait,RTD Tea,Off-trade Volume,million litres,-,2.4,2.6,2.7,2.6,2.6,2.6,2.6
Kuwait,RTD Tea,Off-trade Value RSP,KWD million,Current Prices,1.0,1.1,1.2,1.1,1.1,1.2,1.2
Kuwait,Energy Drinks,Off-trade Volume,million litres,-,8.5,8.7,8.9,9.1,9.0,8.9,8.9
Kuwait,Energy Drinks,Off-trade Value RSP,KWD million,Current Prices,15.1,15.4,15.6,16.0,16.8,17.2,17.4
Kuwait,Sports Drinks,Off-trade Volume,million litres,-,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Kuwait,Sports Drinks,Off-trade Value RSP,KWD million,Current Prices,0.3,0.3,0.4,0.4,0.4,0.4,0.4
Kuwait,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Kuwait,Asian Speciality Drinks,Off-trade Value RSP,KWD million,Current Prices,-,-,-,-,-,-,-
Lebanon,Soft Drinks,Off-trade Volume,million litres,-,897.6,"1,007.9","1,060.6","1,019.7",933.8,930.0,949.8
Lebanon,Soft Drinks,Off-trade Value RSP,LBP million,Current Prices,"1,173,337.8","1,296,418.8","1,399,056.5","3,399,630.0","4,374,266.1","6,036,651.3","9,042,752.0"
Lebanon,Bottled Water,Off-trade Volume,million litres,-,603.3,697.5,733.9,751.1,710.1,722.1,742.5
Lebanon,Bottled Water,Off-trade Value RSP,LBP million,Current Prices,"543,983.1","585,195.9","633,792.6","1,866,602.0","2,635,832.9","3,523,179.4","5,202,741.6"
Lebanon,Carbonates,Off-trade Volume,million litres,-,173.6,175.9,177.9,133.4,113.4,102.4,101.7
Lebanon,Carbonates,Off-trade Value RSP,LBP million,Current Prices,"287,633.3","311,015.6","323,898.5","868,992.7","983,017.0","1,632,118.2","2,391,050.7"
Lebanon,Regular Carbonates - modelled,Off-trade Volume,million litres,-,158.9,160.4,161.4,120.2,101.8,94.8,94.1
Lebanon,Regular Carbonates - modelled,Off-trade Value RSP,LBP million,Current Prices,"265,459.4","285,688.2","296,378.7","789,807.5","890,638.0","1,526,437.5","2,212,838.5"
Lebanon,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,14.6,15.5,16.5,13.2,11.6,7.5,7.7
Lebanon,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,LBP million,Current Prices,"22,174.0","25,327.4","27,519.7","79,185.2","92,379.0","105,680.7","178,212.2"
Lebanon,Concentrates,Off-trade Volume,million litres,-,2.7,2.8,2.9,3.0,3.0,3.1,3.2
Lebanon,Concentrates,Off-trade Value RSP,LBP million,Current Prices,"15,338.0","15,809.6","16,348.5","16,688.5","21,190.9","29,652.0","50,249.6"
Lebanon,Juice,Off-trade Volume,million litres,-,107.0,119.8,133.5,120.0,95.4,90.6,90.5
Lebanon,Juice,Off-trade Value RSP,LBP million,Current Prices,"250,572.6","300,630.4","337,799.1","561,154.2","659,678.9","775,016.0","1,272,766.3"
Lebanon,RTD Coffee,Off-trade Volume,million litres,-,0.1,0.1,0.1,0.0,0.1,0.0,0.0
Lebanon,RTD Coffee,Off-trade Value RSP,LBP million,Current Prices,803.3,835.7,914.7,637.5,701.9,740.1,"1,189.4"
Lebanon,RTD Tea,Off-trade Volume,million litres,-,2.0,2.1,2.2,1.9,2.0,2.1,2.1
Lebanon,RTD Tea,Off-trade Value RSP,LBP million,Current Prices,"4,547.7","4,978.3","5,359.2","4,549.9","4,701.5","4,837.3","8,291.6"
Lebanon,Energy Drinks,Off-trade Volume,million litres,-,7.6,8.3,8.7,8.8,8.4,8.4,8.4
Lebanon,Energy Drinks,Off-trade Value RSP,LBP million,Current Prices,"62,103.7","69,139.0","71,973.7","72,333.6","61,121.9","63,291.7","103,980.1"
Lebanon,Sports Drinks,Off-trade Volume,million litres,-,1.4,1.5,1.5,1.5,1.4,1.4,1.3
Lebanon,Sports Drinks,Off-trade Value RSP,LBP million,Current Prices,"8,355.9","8,814.2","8,970.2","8,671.5","8,021.2","7,816.6","12,482.7"
Lebanon,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Lebanon,Asian Speciality Drinks,Off-trade Value RSP,LBP million,Current Prices,-,-,-,-,-,-,-
Oman,Soft Drinks,Off-trade Volume,million litres,-,778.0,828.7,854.7,854.4,833.0,842.9,857.5
Oman,Soft Drinks,Off-trade Value RSP,OMR million,Current Prices,330.0,349.9,377.4,418.6,455.5,474.6,491.0
Oman,Bottled Water,Off-trade Volume,million litres,-,470.6,499.5,519.9,515.5,522.0,530.9,544.8
Oman,Bottled Water,Off-trade Value RSP,OMR million,Current Prices,150.3,159.6,172.2,184.1,194.9,211.4,226.1
Oman,Carbonates,Off-trade Volume,million litres,-,174.7,186.4,191.7,192.4,174.9,172.6,169.1
Oman,Carbonates,Off-trade Value RSP,OMR million,Current Prices,89.5,94.0,100.3,124.7,125.1,124.4,123.2
Oman,Regular Carbonates - modelled,Off-trade Volume,million litres,-,165.9,177.2,180.9,181.8,165.2,163.4,160.3
Oman,Regular Carbonates - modelled,Off-trade Value RSP,OMR million,Current Prices,85.1,89.4,94.8,118.1,118.5,118.0,117.1
Oman,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,8.8,9.3,10.9,10.6,9.7,9.3,8.9
Oman,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,OMR million,Current Prices,4.4,4.5,5.5,6.6,6.6,6.3,6.1
Oman,Concentrates,Off-trade Volume,million litres,-,2.9,3.0,3.1,3.0,2.9,2.9,2.9
Oman,Concentrates,Off-trade Value RSP,OMR million,Current Prices,6.6,7.0,7.3,7.0,9.1,9.4,9.5
Oman,Juice,Off-trade Volume,million litres,-,121.4,130.8,131.2,135.9,125.8,129.1,133.4
Oman,Juice,Off-trade Value RSP,OMR million,Current Prices,69.9,75.0,77.2,79.4,102.7,105.8,108.8
Oman,RTD Coffee,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Oman,RTD Coffee,Off-trade Value RSP,OMR million,Current Prices,-,-,-,-,-,-,-
Oman,RTD Tea,Off-trade Volume,million litres,-,2.2,2.3,2.4,2.3,2.2,2.2,2.2
Oman,RTD Tea,Off-trade Value RSP,OMR million,Current Prices,1.6,1.7,1.8,1.8,2.3,2.4,2.5
Oman,Energy Drinks,Off-trade Volume,million litres,-,5.8,6.2,5.9,4.9,4.9,4.8,4.7
Oman,Energy Drinks,Off-trade Value RSP,OMR million,Current Prices,11.6,12.2,18.2,21.2,20.9,20.7,20.3
Oman,Sports Drinks,Off-trade Volume,million litres,-,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Oman,Sports Drinks,Off-trade Value RSP,OMR million,Current Prices,0.4,0.4,0.4,0.4,0.5,0.5,0.5
Oman,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Oman,Asian Speciality Drinks,Off-trade Value RSP,OMR million,Current Prices,-,-,-,-,-,-,-
Qatar,Soft Drinks,Off-trade Volume,million litres,-,673.5,703.3,712.1,767.7,796.7,875.8,860.6
Qatar,Soft Drinks,Off-trade Value RSP,QAR million,Current Prices,"2,290.9","2,443.0","2,810.5","2,987.2","3,096.8","3,362.8","3,328.1"
Qatar,Bottled Water,Off-trade Volume,million litres,-,379.8,405.1,429.6,479.8,505.9,564.8,557.8
Qatar,Bottled Water,Off-trade Value RSP,QAR million,Current Prices,"1,015.1","1,088.6","1,174.4","1,277.9","1,339.0","1,488.7","1,460.2"
Qatar,Carbonates,Off-trade Volume,million litres,-,218.2,220.0,200.3,200.7,198.0,212.3,203.1
Qatar,Carbonates,Off-trade Value RSP,QAR million,Current Prices,598.6,636.6,807.3,843.3,842.1,892.2,879.5
Qatar,Regular Carbonates - modelled,Off-trade Volume,million litres,-,179.9,181.7,165.7,165.4,163.2,174.5,166.1
Qatar,Regular Carbonates - modelled,Off-trade Value RSP,QAR million,Current Prices,490.2,522.1,667.5,697.2,697.3,737.4,725.4
Qatar,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,38.4,38.2,34.6,35.3,34.8,37.8,36.9
Qatar,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,QAR million,Current Prices,108.4,114.5,139.8,146.0,144.8,154.7,154.1
Qatar,Concentrates,Off-trade Volume,million litres,-,1.3,1.4,1.4,1.5,1.5,1.6,1.6
Qatar,Concentrates,Off-trade Value RSP,QAR million,Current Prices,28.1,29.7,31.7,32.8,34.2,37.0,36.3
Qatar,Juice,Off-trade Volume,million litres,-,65.1,67.6,72.6,77.4,82.8,88.2,89.7
Qatar,Juice,Off-trade Value RSP,QAR million,Current Prices,468.4,499.4,533.4,568.6,609.9,652.0,665.9
Qatar,RTD Coffee,Off-trade Volume,million litres,-,0.2,0.2,0.2,0.2,0.2,0.3,0.3
Qatar,RTD Coffee,Off-trade Value RSP,QAR million,Current Prices,3.6,4.3,5.1,4.8,5.3,6.0,5.7
Qatar,RTD Tea,Off-trade Volume,million litres,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,RTD Tea,Off-trade Value RSP,QAR million,Current Prices,0.4,0.4,0.5,0.5,0.5,0.6,0.6
Qatar,Energy Drinks,Off-trade Volume,million litres,-,7.8,8.0,6.8,6.9,7.0,7.4,7.0
Qatar,Energy Drinks,Off-trade Value RSP,QAR million,Current Prices,158.3,164.9,237.9,238.2,244.3,262.8,256.3
Qatar,Sports Drinks,Off-trade Volume,million litres,-,1.1,1.1,1.1,1.1,1.2,1.2,1.2
Qatar,Sports Drinks,Off-trade Value RSP,QAR million,Current Prices,18.5,19.2,20.3,21.1,21.5,23.6,23.6
Qatar,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Qatar,Asian Speciality Drinks,Off-trade Value RSP,QAR million,Current Prices,-,-,-,-,-,-,-
Saudi Arabia,HW Soft Drinks,Retail Volume,million litres,-,595.4,464.0,430.9,414.9,411.2,410.9,413.4
Saudi Arabia,HW Soft Drinks,Retail Value RSP,SAR million,Current Prices,"9,705.7","7,777.9","7,061.8","6,907.2","6,983.4","7,029.1","7,072.0"
Saudi Arabia,Soft Drinks,Off-trade Volume,million litres,-,"8,299.6","7,549.8","7,305.9","7,178.0","7,192.5","7,357.5","7,565.1"
Saudi Arabia,Soft Drinks,Off-trade Value RSP,SAR million,Current Prices,"30,652.4","28,494.9","27,187.4","28,888.1","30,092.1","31,256.2","32,731.8"
Saudi Arabia,Bottled Water,Off-trade Volume,million litres,-,"5,094.7","4,920.4","4,871.7","4,835.6","4,864.4","4,984.1","5,148.1"
Saudi Arabia,Bottled Water,Off-trade Value RSP,SAR million,Current Prices,"8,589.5","8,702.9","8,857.7","9,204.3","9,752.5","10,304.0","11,075.3"
Saudi Arabia,Carbonates,Off-trade Volume,million litres,-,"1,995.4","1,567.8","1,420.0","1,450.9","1,466.3","1,520.6","1,566.3"
Saudi Arabia,Carbonates,Off-trade Value RSP,SAR million,Current Prices,"9,822.2","9,504.0","8,722.8","9,251.2","9,820.8","10,382.7","10,959.0"
Saudi Arabia,Regular Carbonates,Off-trade Volume,million litres,-,"1,894.5","1,480.2","1,340.3","1,368.2","1,381.6","1,432.1","1,474.9"
Saudi Arabia,Regular Carbonates,Off-trade Value RSP,SAR million,Current Prices,"9,329.5","8,977.4","8,238.9","8,738.3","9,275.0","9,802.0","10,346.8"
Saudi Arabia,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,100.9,87.6,79.7,82.7,84.7,88.5,91.4
Saudi Arabia,Reduced Sugar Carbonates,Off-trade Value RSP,SAR million,Current Prices,492.6,526.6,483.9,512.9,545.8,580.7,612.2
Saudi Arabia,Concentrates,Off-trade Volume,million litres,-,18.2,18.5,18.9,15.7,14.8,14.6,14.7
Saudi Arabia,Concentrates,Off-trade Value RSP,SAR million,Current Prices,615.8,661.5,687.5,900.6,873.7,856.4,881.2
Saudi Arabia,Juice,Off-trade Volume,million litres,-,865.7,835.8,813.4,710.8,688.9,685.0,685.2
Saudi Arabia,Juice,Off-trade Value RSP,SAR million,Current Prices,"3,882.4","3,929.4","3,935.6","4,828.5","4,890.1","5,075.6","5,286.1"
Saudi Arabia,RTD Coffee,Off-trade Volume,million litres,-,0.3,0.4,0.6,1.9,3.3,3.8,4.2
Saudi Arabia,RTD Coffee,Off-trade Value RSP,SAR million,Current Prices,15.5,17.8,26.2,99.0,180.9,202.9,235.6
Saudi Arabia,RTD Tea,Off-trade Volume,million litres,-,7.2,7.4,7.7,5.8,5.4,5.3,5.2
Saudi Arabia,RTD Tea,Off-trade Value RSP,SAR million,Current Prices,45.8,49.8,52.9,65.6,64.4,64.7,66.4
Saudi Arabia,Energy Drinks,Off-trade Volume,million litres,-,315.2,197.9,172.5,156.3,148.4,143.3,140.5
Saudi Arabia,Energy Drinks,Off-trade Value RSP,SAR million,Current Prices,"7,625.1","5,587.9","4,873.5","4,511.2","4,481.8","4,341.8","4,199.8"
Saudi Arabia,Sports Drinks,Off-trade Volume,million litres,-,2.9,1.5,1.1,0.9,0.9,0.9,0.9
Saudi Arabia,Sports Drinks,Off-trade Value RSP,SAR million,Current Prices,56.1,41.6,31.2,27.5,27.9,28.1,28.3
Saudi Arabia,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Saudi Arabia,Asian Speciality Drinks,Off-trade Value RSP,SAR million,Current Prices,-,-,-,-,-,-,-
United Arab Emirates,HW Soft Drinks,Retail Volume,million litres,-,235.1,231.5,224.5,219.2,219.5,221.8,224.9
United Arab Emirates,HW Soft Drinks,Retail Value RSP,AED million,Current Prices,"2,599.8","3,024.6","2,845.1","2,976.4","2,967.7","2,988.1","3,038.7"
United Arab Emirates,Soft Drinks,Off-trade Volume,million litres,-,"2,521.5","2,591.9","2,411.0","2,264.0","2,321.5","2,374.3","2,428.2"
United Arab Emirates,Soft Drinks,Off-trade Value RSP,AED million,Current Prices,"7,598.8","8,513.1","8,115.8","8,756.1","8,768.7","8,980.1","9,224.5"
United Arab Emirates,Bottled Water,Off-trade Volume,million litres,-,"1,774.8","1,887.3","1,735.2","1,625.0","1,685.1","1,738.1","1,789.3"
United Arab Emirates,Bottled Water,Off-trade Value RSP,AED million,Current Prices,"1,947.9","2,140.5","2,022.9","1,927.5","1,980.2","2,067.4","2,168.8"
United Arab Emirates,Carbonates,Off-trade Volume,million litres,-,289.6,262.8,245.3,249.8,248.1,246.4,245.2
United Arab Emirates,Carbonates,Off-trade Value RSP,AED million,Current Prices,"1,516.2","1,837.9","1,726.3","1,752.2","1,744.5","1,744.1","1,754.0"
United Arab Emirates,Regular Carbonates,Off-trade Volume,million litres,-,276.1,250.4,233.3,237.6,235.9,234.1,232.7
United Arab Emirates,Regular Carbonates,Off-trade Value RSP,AED million,Current Prices,"1,444.1","1,752.4","1,643.9","1,669.6","1,662.6","1,661.3","1,668.9"
United Arab Emirates,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,13.5,12.4,12.0,12.2,12.2,12.3,12.4
United Arab Emirates,Reduced Sugar Carbonates,Off-trade Value RSP,AED million,Current Prices,72.1,85.4,82.4,82.7,81.9,82.8,85.1
United Arab Emirates,Concentrates,Off-trade Volume,million litres,-,3.9,3.9,4.0,3.8,3.7,3.6,3.5
United Arab Emirates,Concentrates,Off-trade Value RSP,AED million,Current Prices,220.9,234.4,243.3,331.5,328.7,340.5,348.9
United Arab Emirates,Juice,Off-trade Volume,million litres,-,406.9,400.3,394.0,351.5,350.7,351.9,355.5
United Arab Emirates,Juice,Off-trade Value RSP,AED million,Current Prices,"2,808.4","2,906.1","2,922.6","3,464.6","3,437.1","3,518.2","3,603.8"
United Arab Emirates,RTD Coffee,Off-trade Volume,million litres,-,1.8,2.1,2.2,2.1,2.0,2.2,2.3
United Arab Emirates,RTD Coffee,Off-trade Value RSP,AED million,Current Prices,32.9,38.8,40.9,52.1,55.5,61.2,65.5
United Arab Emirates,RTD Tea,Off-trade Volume,million litres,-,0.2,0.3,0.3,0.2,0.2,0.2,0.3
United Arab Emirates,RTD Tea,Off-trade Value RSP,AED million,Current Prices,2.7,3.0,3.2,3.9,3.9,4.0,4.2
United Arab Emirates,Energy Drinks,Off-trade Volume,million litres,-,40.1,31.4,26.6,28.0,28.1,28.3,28.6
United Arab Emirates,Energy Drinks,Off-trade Value RSP,AED million,Current Prices,"1,038.5","1,308.4","1,115.3","1,184.0","1,178.4","1,203.9","1,238.5"
United Arab Emirates,Sports Drinks,Off-trade Volume,million litres,-,4.2,3.8,3.6,3.5,3.5,3.5,3.5
United Arab Emirates,Sports Drinks,Off-trade Value RSP,AED million,Current Prices,31.2,43.9,41.3,40.3,40.2,40.8,40.8
United Arab Emirates,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
United Arab Emirates,Asian Speciality Drinks,Off-trade Value RSP,AED million,Current Prices,-,-,-,-,-,-,-
Canada,HW Soft Drinks,Retail Volume,million litres,-,"4,302.4","4,355.0","4,397.5","4,512.2","4,503.0","4,554.0","4,598.3"
Canada,HW Soft Drinks,Retail Value RSP,CAD million,Current Prices,"6,697.9","6,853.8","7,046.2","7,492.7","7,634.0","8,110.3","8,565.6"
Canada,Soft Drinks,Off-trade Volume,million litres,-,"6,811.9","6,852.2","6,896.1","7,105.1","7,061.6","7,034.6","7,110.3"
Canada,Soft Drinks,Off-trade Value RSP,CAD million,Current Prices,"10,011.8","10,185.2","10,438.4","11,162.1","11,603.9","12,389.6","13,159.6"
Canada,Bottled Water,Off-trade Volume,million litres,-,"2,275.0","2,343.7","2,413.4","2,484.9","2,469.4","2,465.3","2,548.9"
Canada,Bottled Water,Off-trade Value RSP,CAD million,Current Prices,"2,099.5","2,199.9","2,322.9","2,461.0","2,537.4","2,711.2","2,962.5"
Canada,Carbonates,Off-trade Volume,million litres,-,"2,148.9","2,111.5","2,081.1","2,140.3","2,082.5","2,032.4","2,000.7"
Canada,Carbonates,Off-trade Value RSP,CAD million,Current Prices,"2,416.6","2,419.2","2,427.2","2,615.3","2,643.6","2,753.3","2,835.8"
Canada,Regular Carbonates,Off-trade Volume,million litres,-,"1,466.7","1,438.3","1,414.6","1,455.6","1,416.1","1,380.3","1,358.4"
Canada,Regular Carbonates,Off-trade Value RSP,CAD million,Current Prices,"1,628.5","1,631.7","1,638.0","1,773.9","1,789.2","1,853.8","1,909.7"
Canada,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,682.2,673.2,666.5,684.8,666.5,652.0,642.3
Canada,Reduced Sugar Carbonates,Off-trade Value RSP,CAD million,Current Prices,788.1,787.5,789.1,841.4,854.5,899.4,926.1
Canada,Concentrates,Off-trade Volume,million litres,-,3.5,3.6,3.7,3.6,3.7,3.8,3.9
Canada,Concentrates,Off-trade Value RSP,CAD million,Current Prices,228.7,231.2,233.0,227.3,233.9,247.9,261.1
Canada,Juice,Off-trade Volume,million litres,-,"1,686.3","1,664.7","1,637.9","1,658.2","1,659.5","1,656.3","1,648.3"
Canada,Juice,Off-trade Value RSP,CAD million,Current Prices,"3,412.5","3,402.4","3,388.8","3,542.8","3,679.0","3,916.3","4,086.8"
Canada,RTD Coffee,Off-trade Volume,million litres,-,7.8,8.7,10.1,11.9,12.7,13.1,14.0
Canada,RTD Coffee,Off-trade Value RSP,CAD million,Current Prices,73.2,82.4,96.7,118.2,132.1,147.5,166.1
Canada,RTD Tea,Off-trade Volume,million litres,-,463.5,484.3,506.4,547.5,565.9,588.1,610.0
Canada,RTD Tea,Off-trade Value RSP,CAD million,Current Prices,753.0,792.3,849.5,958.8,"1,036.9","1,130.1","1,242.2"
Canada,Energy Drinks,Off-trade Volume,million litres,-,69.1,72.1,76.5,83.1,87.7,91.9,96.0
Canada,Energy Drinks,Off-trade Value RSP,CAD million,Current Prices,548.4,563.2,610.1,685.7,751.3,846.6,924.8
Canada,Sports Drinks,Off-trade Volume,million litres,-,157.7,163.6,166.9,175.6,180.1,183.7,188.5
Canada,Sports Drinks,Off-trade Value RSP,CAD million,Current Prices,479.9,494.6,510.3,553.1,589.8,636.7,680.3
Canada,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Canada,Asian Speciality Drinks,Off-trade Value RSP,CAD million,Current Prices,-,-,-,-,-,-,-
USA,HW Soft Drinks,Retail Volume,million litres,-,"39,072.4","40,111.7","41,513.8","44,362.5","45,101.3","46,332.4","46,928.1"
USA,HW Soft Drinks,Retail Value RSP,USD million,Current Prices,"56,637.7","58,751.0","62,362.6","65,531.0","68,263.2","72,676.1","75,776.5"
USA,Soft Drinks,Off-trade Volume,million litres,-,"88,994.7","90,439.3","91,824.1","96,113.3","98,489.2","97,636.7","98,497.0"
USA,Soft Drinks,Off-trade Value RSP,USD million,Current Prices,"111,051.9","114,585.2","119,135.9","125,753.1","134,107.9","143,290.9","150,156.1"
USA,Bottled Water,Off-trade Volume,million litres,-,"33,323.3","34,537.1","35,855.8","38,216.3","39,868.8","39,618.2","40,367.9"
USA,Bottled Water,Off-trade Value RSP,USD million,Current Prices,"21,694.3","22,543.2","23,760.9","25,382.0","27,385.6","29,090.8","30,708.7"
USA,Carbonates,Off-trade Volume,million litres,-,"33,083.6","32,980.0","32,642.7","33,017.1","32,881.7","32,013.6","31,664.5"
USA,Carbonates,Off-trade Value RSP,USD million,Current Prices,"39,918.9","40,852.3","41,775.2","43,348.5","45,093.5","47,112.1","48,149.3"
USA,Regular Carbonates,Off-trade Volume,million litres,-,"24,635.1","24,426.2","23,918.1","23,864.8","23,812.5","23,225.3","23,052.3"
